age,hours_per_week,workclass,education,marital_status,occupation,race,gender,income
62,40,-2,-5,-4,0,-1,-1,<50k
32,23,-2,-2,0,-2,0,0,<50k
28,40,-2,-5,-2,-2,0,0,<50k
19,40,-2,-1,-2,-3,0,0,<50k
61,40,0,-6,-4,-1,-1,-1,<50k
18,25,-2,-1,-2,-3,-1,-1,<50k
39,50,-1,-3,-4,-4,-1,-1,>=50k
24,45,0,-7,-4,-2,-1,-1,<50k
38,41,-2,-1,-4,0,-1,-1,<50k
38,40,-2,-4,-4,-4,0,-1,>=50k
17,20,-2,-2,-2,-3,-1,-1,<50k
28,40,-2,-5,-4,0,-1,-1,<50k
52,8,-2,-5,-4,-3,-1,-1,<50k
61,20,-2,-3,-4,-4,-1,-1,>=50k
69,40,-2,-2,-4,0,-1,-1,<50k
19,25,-2,-5,-2,-3,-1,0,<50k
26,40,-2,-1,-4,-1,-1,-1,>=50k
34,40,-1,-1,-4,-1,-1,-1,>=50k
70,40,-2,-2,-4,0,-1,0,<50k
21,25,-2,-5,-2,-1,-1,0,<50k
43,44,-2,-5,-4,0,-1,-1,<50k
52,40,-2,-5,-4,0,-1,-1,<50k
59,40,-2,-5,-4,0,-1,-1,>=50k
21,40,-2,0,-2,-1,-1,0,<50k
53,40,-1,-4,-4,-1,-1,-1,>=50k
55,40,0,-1,-4,-2,-1,-1,>=50k
46,60,-1,-4,0,-3,-1,-1,>=50k
36,37,-2,-5,-3,-1,-1,0,<50k
39,48,-2,-5,-2,0,-1,-1,<50k
78,3,-3,-7,-4,-5,-1,-1,<50k
30,30,-2,-5,-2,-4,-1,0,<50k
22,16,-2,-1,-2,-3,-1,0,<50k
43,40,-2,-7,-4,-1,-1,-1,>=50k
36,56,-2,-5,0,0,-1,-1,<50k
36,40,-2,-7,-4,0,-1,-1,>=50k
50,40,-2,-5,0,0,-1,0,<50k
27,35,0,-7,-2,-2,-1,0,<50k
46,40,0,-5,-4,-1,-1,-1,>=50k
24,20,-2,-7,-2,-4,-1,-1,<50k
41,40,-2,-5,0,0,-1,-1,<50k
68,24,-2,-5,-4,-1,-1,-1,<50k
38,40,0,-1,-4,-1,-1,-1,<50k
47,40,-2,-5,-4,-3,-1,-1,>=50k
41,20,-2,-1,-2,-2,0,-1,<50k
31,48,-1,-6,-2,-4,-1,0,<50k
29,42,-2,-1,-4,0,-1,-1,<50k
26,40,-2,-5,-2,0,-1,0,<50k
51,36,-2,-1,-1,0,-1,0,<50k
26,60,0,-7,-2,-2,0,-1,<50k
27,60,0,-7,-2,-4,-1,0,<50k
36,50,-2,-5,-4,-2,-1,-1,<50k
28,40,0,-7,-2,-4,-1,0,<50k
53,40,-2,-7,0,-2,-1,0,<50k
40,40,0,-7,0,-4,-1,-1,<50k
38,20,-2,-5,0,-2,-1,0,<50k
21,40,-3,-2,-2,-5,-1,-1,<50k
53,34,-2,-2,-4,-2,-1,-1,<50k
34,40,0,-5,-4,0,-1,-1,<50k
43,60,-2,-5,0,0,-1,-1,<50k
64,40,-2,-2,-4,-1,-1,-1,<50k
21,40,-2,-1,-2,-1,-1,0,<50k
25,13,-3,-7,-2,-5,-1,-1,<50k
38,57,0,-3,-2,-4,0,0,>=50k
47,50,0,-4,0,-2,0,-1,>=50k
48,40,-2,-6,-4,-4,0,-1,>=50k
57,50,-2,-5,-4,0,-1,-1,<50k
37,35,-2,-7,-2,-1,-1,0,<50k
37,40,-2,-2,0,0,-1,-1,<50k
51,55,-1,-5,-4,0,-1,-1,>=50k
32,40,-2,0,-2,-1,-1,0,<50k
49,40,-2,-5,-4,0,-1,-1,<50k
52,14,-2,-5,-4,-3,-1,-1,<50k
64,45,0,0,-4,-1,-1,-1,>=50k
46,45,-2,-5,0,-1,-1,0,<50k
24,40,0,-1,-4,-4,-1,-1,<50k
39,45,-2,-7,-4,-1,-1,-1,>=50k
23,40,-2,-5,-4,0,-1,0,<50k
30,44,-2,-1,-2,0,-1,-1,<50k
34,60,-2,-4,0,-4,-1,0,>=50k
30,40,-2,-1,-4,-1,-1,-1,<50k
25,40,-2,-7,-2,-3,0,0,<50k
58,40,0,-7,-4,-4,0,-1,<50k
32,50,-2,-1,-4,-1,-1,-1,<50k
37,25,-2,-5,-3,-2,0,0,<50k
35,40,-2,-5,-3,-2,0,0,<50k
18,30,-2,-2,-2,0,-1,-1,<50k
46,40,-2,-7,0,-4,-1,0,<50k
71,45,-2,-7,-2,0,-1,-1,>=50k
44,40,-2,-2,0,-1,-1,0,<50k
45,40,-2,-2,0,-3,-1,0,<50k
40,40,-2,-2,-4,-4,-1,-1,>=50k
38,50,-2,-7,-4,-4,-1,-1,>=50k
52,40,-2,-5,-4,0,0,0,<50k
47,40,-2,-5,-4,0,-1,-1,<50k
49,35,-2,-7,0,-2,-1,0,<50k
59,40,0,-5,-4,-3,-1,-1,<50k
22,37,-2,0,-2,-1,-1,0,<50k
44,40,0,-1,-4,-1,-1,-1,>=50k
76,20,-2,-7,-1,-4,-1,0,<50k
50,40,0,-2,-2,-2,-1,-1,<50k
33,40,0,-1,-4,-2,-1,-1,<50k
43,48,-2,-5,-4,0,-1,-1,>=50k
27,40,-2,-5,-4,-1,-1,0,>=50k
37,40,-1,-5,-4,0,-1,-1,<50k
40,55,-2,-2,-4,0,-1,-1,<50k
49,40,-1,-1,0,-1,0,0,<50k
48,45,-1,-1,-2,0,-1,-1,<50k
49,40,-2,-5,-3,-4,-1,0,<50k
22,40,-2,-1,-4,-2,-1,-1,<50k
42,40,-2,-5,0,-1,-1,0,<50k
36,40,-2,-1,0,-4,-1,0,<50k
57,50,-3,-1,-4,-5,-1,-1,<50k
30,40,0,-5,-2,-2,0,0,<50k
40,40,0,-5,-2,0,0,-1,<50k
42,45,-2,-5,-4,0,-1,-1,<50k
56,40,-2,-5,-4,0,-1,-1,>=50k
55,40,-2,-1,0,-4,-1,0,<50k
25,40,-2,-5,-4,-2,-1,-1,<50k
52,40,-3,-5,-4,-5,-1,-1,<50k
33,35,-2,-1,-2,-1,0,0,<50k
55,40,-2,-5,-4,-3,-1,-1,<50k
47,60,-2,-7,-4,-3,-1,-1,>=50k
23,65,-2,0,-2,-3,-1,0,<50k
55,50,-1,-7,0,-3,-1,0,<50k
43,50,-2,-5,-2,-1,-1,0,<50k
31,50,-2,0,-4,-3,-1,-1,<50k
62,40,0,0,-1,-4,-1,0,<50k
42,8,0,-5,-4,-1,-1,-1,<50k
38,40,-1,-5,-4,0,-1,-1,>=50k
29,42,-2,-5,-2,-2,-1,-1,<50k
26,60,-2,-1,-2,-2,-1,-1,<50k
26,52,-2,-5,-4,-1,-1,0,>=50k
37,72,-1,-5,-4,0,-1,-1,<50k
79,45,-1,-2,-1,-3,-1,-1,>=50k
61,48,-2,-2,-2,-2,-1,-1,<50k
28,99,-1,-2,-2,-2,-1,0,<50k
60,60,-1,-7,-4,-1,-1,-1,>=50k
51,81,-1,-5,0,-2,-1,-1,<50k
34,43,-2,-5,-4,0,-1,-1,>=50k
35,40,-2,-5,0,0,-1,-1,<50k
27,60,0,-2,-4,0,-1,-1,<50k
44,40,-2,-5,0,-2,-1,0,<50k
25,20,-2,-5,-3,-2,-1,0,<50k
32,40,-2,-2,0,-2,-1,0,<50k
36,20,-2,-1,-4,-4,-1,-1,>=50k
27,30,-2,-4,-2,0,-1,-1,<50k
40,60,-2,-6,-4,-4,-1,-1,>=50k
43,40,-2,-1,0,-2,-1,-1,>=50k
25,40,-2,-7,-2,-2,-1,-1,<50k
41,50,-2,-5,-4,0,-1,-1,<50k
30,45,-2,-7,-4,-4,-1,-1,>=50k
26,45,-2,-7,-2,-1,-1,-1,>=50k
52,40,-2,-2,-4,0,0,-1,<50k
32,45,-2,-7,-2,-4,-1,0,<50k
33,40,-2,-5,-4,0,-1,-1,<50k
35,55,-2,-5,-4,0,-1,-1,<50k
48,44,-2,-5,-1,-2,-1,0,<50k
62,5,-1,-2,-4,-3,-1,-1,<50k
40,2,-1,0,-2,-4,0,0,<50k
41,20,-3,-1,-1,-5,-1,0,<50k
28,40,-2,-2,-2,-2,-1,0,<50k
23,30,-2,-1,-2,-2,-1,0,<50k
50,40,0,-7,-4,-1,-1,-1,>=50k
51,35,0,-1,0,-1,-1,0,<50k
63,48,-1,-1,-4,-2,-1,-1,<50k
63,40,0,-5,-1,-1,-1,0,<50k
40,60,-2,-5,0,-3,-1,-1,>=50k
20,40,-3,-2,0,-5,-1,0,<50k
61,30,-3,-1,-4,-5,-1,-1,>=50k
40,40,-2,-5,-2,0,-1,-1,<50k
41,15,-2,-7,-4,-4,-1,0,>=50k
41,40,-2,-7,-2,0,0,-1,<50k
27,24,-3,-7,-4,-5,-1,0,>=50k
20,15,0,-1,-2,-4,-1,0,<50k
28,40,-2,-7,-4,-1,-1,-1,>=50k
35,40,-2,-5,-4,0,-1,-1,<50k
31,40,-2,-7,-4,-1,-1,-1,<50k
34,50,-2,-7,-4,-3,-1,-1,>=50k
57,50,-2,-4,-4,-1,-1,-1,>=50k
28,40,-2,-5,-2,0,-1,0,<50k
38,40,-2,-1,-4,-2,-1,-1,>=50k
37,40,-2,0,-2,-2,-1,-1,<50k
43,40,0,-1,0,-1,0,0,<50k
26,40,-1,-5,-4,-1,-1,-1,<50k
26,65,-2,-1,-4,0,0,-1,<50k
27,50,-2,0,-4,0,-1,-1,<50k
33,45,-2,-7,-4,-4,-1,-1,<50k
45,40,-2,-7,-2,-4,-1,0,<50k
65,20,-2,-7,-4,-2,-1,-1,<50k
57,45,-1,-1,-4,-3,-1,-1,>=50k
59,38,-2,-5,0,-2,-1,0,<50k
18,26,-2,-1,-2,-2,-1,-1,<50k
44,40,0,-2,-4,0,-1,-1,<50k
37,40,-2,-1,-2,0,-1,-1,<50k
27,40,-2,-5,-4,-2,-1,-1,<50k
43,45,0,-7,-4,-4,-1,0,>=50k
59,40,-1,-3,-4,-4,-1,-1,>=50k
19,40,-2,-5,-2,0,-1,-1,<50k
36,90,0,-5,-2,-1,0,-1,<50k
68,40,-1,-1,-4,-3,-1,-1,>=50k
63,30,-2,-2,-1,-3,-1,0,<50k
37,57,-2,-1,-4,-1,-1,-1,<50k
46,60,0,-4,0,-4,-1,0,<50k
31,35,-2,0,0,-1,-1,0,<50k
23,40,-2,-5,-2,-2,-1,-1,<50k
22,30,-2,-1,-2,-3,-1,-1,<50k
49,44,-2,-5,-4,-3,-1,-1,<50k
36,40,-2,-5,0,-1,0,0,<50k
38,50,-2,-1,0,-1,-1,-1,<50k
46,45,0,-4,-4,-1,-1,-1,>=50k
24,40,-2,0,-2,-1,-1,0,<50k
26,40,-2,-7,-2,-1,0,0,<50k
47,40,-2,-2,-4,0,0,0,<50k
40,40,-2,-1,-4,0,-1,-1,>=50k
31,50,0,-4,-2,-4,-1,0,<50k
42,35,-2,-2,-4,0,-1,-1,<50k
48,70,-1,0,-4,0,-1,-1,>=50k
56,38,-2,-1,-3,-2,0,0,<50k
50,40,-2,-5,-4,-2,-1,-1,>=50k
17,20,-2,-2,-2,0,-1,-1,<50k
21,25,-2,-5,-2,-2,0,-1,<50k
50,40,-2,-5,0,-1,-1,0,<50k
49,32,-2,-5,0,-3,-1,0,<50k
34,15,-2,-5,-4,-3,-1,0,<50k
32,60,-1,-5,-4,-3,-1,-1,>=50k
28,40,-2,-1,-4,-1,-1,-1,>=50k
62,50,-1,-7,-4,-1,-1,-1,>=50k
23,15,-2,-7,-2,-4,-1,-1,<50k
24,40,0,-4,-2,-4,0,0,<50k
31,40,-2,0,-4,-4,-1,0,<50k
36,40,-2,-5,-4,0,-1,-1,<50k
58,35,-2,0,-4,-2,-1,0,<50k
46,40,-3,-2,-4,-5,-1,0,<50k
39,40,-2,-4,-4,-4,-1,-1,>=50k
48,18,-3,-5,-2,-5,-1,0,<50k
21,42,-2,-5,-2,0,-1,-1,<50k
39,40,-2,-5,-4,0,-1,-1,<50k
21,35,-2,-1,-2,-3,-1,0,<50k
33,40,-2,0,-4,-4,-1,-1,>=50k
37,50,-2,-5,-4,0,-1,-1,>=50k
29,40,0,-5,-2,-2,-1,0,<50k
30,40,-3,-7,-4,-5,0,0,>=50k
43,40,-2,-5,0,0,-1,0,<50k
22,40,-2,-5,-2,0,-1,-1,<50k
25,40,-2,-4,-2,-4,-1,0,>=50k
69,40,0,-1,-4,-2,-1,-1,<50k
17,25,-2,-2,-2,-2,-1,0,<50k
18,12,-3,-2,-2,-5,-1,-1,<50k
54,40,-2,-5,-1,0,-1,0,<50k
65,45,-3,-5,-4,-5,-1,-1,<50k
28,40,-2,-2,-4,0,0,-1,<50k
27,38,0,0,-2,-2,-1,0,<50k
35,45,-2,0,0,0,-1,-1,>=50k
38,40,-2,0,-4,-2,-1,0,>=50k
33,40,0,-5,-4,-2,-1,-1,<50k
26,40,-2,-5,-2,0,-1,-1,<50k
56,60,-1,-1,-4,-3,-1,0,>=50k
38,70,-2,-7,-4,-4,0,-1,>=50k
51,60,-1,-1,-4,-4,-1,0,<50k
26,50,-2,-1,-2,-2,-1,0,<50k
33,55,-2,-7,-4,-1,-1,-1,>=50k
44,50,-2,-2,-4,0,-1,-1,<50k
36,40,-2,-2,0,-3,-1,0,<50k
42,40,-2,-1,0,0,-1,-1,<50k
44,40,-2,0,-4,-4,-1,-1,<50k
44,55,-2,-7,-4,0,-1,-1,>=50k
21,20,-2,-1,-2,-3,-1,0,<50k
41,50,-2,-1,-4,-3,-1,-1,>=50k
41,50,-2,-6,-4,-1,-1,-1,>=50k
62,50,-2,0,-4,-4,-1,-1,>=50k
27,45,-2,-2,-3,0,-1,-1,<50k
38,40,-2,-7,-4,-4,-1,-1,>=50k
60,30,-2,-1,-3,0,0,0,<50k
24,40,-2,-2,-2,0,-1,-1,<50k
24,40,-3,-5,-4,-5,-1,-1,<50k
22,40,-2,-5,-2,0,-1,-1,<50k
32,40,-3,-1,-2,-5,-1,0,<50k
22,24,-2,-2,-2,0,-1,-1,<50k
51,40,-2,-7,-4,-4,-1,-1,<50k
31,48,-2,-4,-4,-1,-1,-1,>=50k
42,55,0,-3,-4,-1,-1,-1,>=50k
48,40,-3,0,0,-5,-1,0,>=50k
49,43,-2,-5,-4,0,-1,-1,>=50k
37,42,0,-7,-2,-2,-1,0,<50k
37,45,-1,-3,-4,-4,-1,-1,>=50k
66,40,-2,-7,-4,-2,-1,-1,>=50k
18,24,-3,-5,-2,-5,-1,0,<50k
46,40,-2,0,-3,0,0,0,<50k
52,40,-2,-5,-4,0,-1,-1,>=50k
23,40,-2,-5,-2,0,-1,-1,<50k
67,38,-2,-5,-1,-1,-1,-1,>=50k
19,25,-2,-1,-2,-3,-1,0,<50k
37,45,-2,-7,-2,-4,-1,0,<50k
42,60,-1,-5,-4,-1,-1,-1,>=50k
39,40,-1,-1,-4,-2,0,-1,<50k
54,40,-2,-5,-4,-3,-1,-1,>=50k
46,40,-2,-5,-4,0,-1,-1,<50k
47,32,-3,-5,-3,-5,0,0,<50k
33,40,-2,-5,-2,-2,0,0,<50k
69,14,-1,-1,-1,0,-1,0,<50k
21,40,-2,-1,-2,0,-1,-1,<50k
27,48,-2,-5,-2,0,0,-1,<50k
39,40,-2,-5,-4,-1,-1,-1,>=50k
23,40,-2,-1,0,-1,0,-1,<50k
26,36,-2,0,0,-4,-1,0,<50k
42,40,-2,-6,-4,-4,0,0,<50k
36,40,-2,-5,0,0,-1,-1,<50k
24,40,-2,-5,-2,0,-1,-1,<50k
35,40,-2,-2,-4,-2,-1,-1,<50k
42,40,-2,-5,0,0,0,0,<50k
37,44,-2,0,-4,0,-1,-1,>=50k
41,50,-2,-6,-4,-4,-1,-1,>=50k
27,40,-2,0,-2,0,0,0,<50k
42,50,-1,-3,-4,-4,-1,-1,>=50k
44,16,-3,-7,-4,-5,-1,0,>=50k
18,16,-2,-5,-2,-1,-1,0,<50k
41,40,-2,-7,-4,-2,-1,-1,>=50k
31,40,-2,-5,-4,0,-1,-1,<50k
26,40,-2,-1,-4,0,-1,-1,<50k
67,34,-2,-2,-1,0,-1,0,<50k
37,60,-2,-1,-4,-1,-1,-1,>=50k
51,40,-2,-5,-4,0,-1,-1,<50k
26,40,-2,-1,-2,0,0,-1,<50k
40,40,-2,0,-4,-4,-1,-1,>=50k
25,40,-2,-5,-2,0,-1,-1,<50k
38,40,-2,0,-4,0,-1,-1,>=50k
43,40,-2,-5,-3,0,-1,-1,<50k
23,40,-2,-1,-3,0,-1,0,<50k
44,50,-2,-7,-4,-1,-1,-1,>=50k
60,25,0,-4,0,-4,-1,0,<50k
38,55,0,-4,-2,-4,-1,0,<50k
21,20,0,-1,-2,-4,-1,-1,<50k
18,25,-2,-1,-2,-1,-1,0,<50k
49,60,-2,-7,0,-1,0,0,>=50k
43,40,-2,-2,0,-2,-1,0,<50k
26,65,-3,-2,-2,-5,-1,0,<50k
36,25,-2,-5,-4,0,-1,-1,>=50k
31,35,-2,-5,-4,0,-1,0,>=50k
38,40,-2,-5,0,0,-1,0,<50k
43,84,-1,-1,-4,0,-1,-1,<50k
58,35,-2,-5,0,-2,-1,0,<50k
55,29,-2,-5,0,-1,-1,0,<50k
39,35,-2,0,0,-1,0,0,<50k
38,35,-2,-7,0,-4,-1,0,<50k
54,35,-1,-5,-1,0,-1,-1,<50k
57,40,-1,-3,-4,-4,-1,-1,<50k
35,52,0,0,-4,-2,-1,-1,<50k
44,60,-1,-3,-4,-4,0,-1,>=50k
36,40,-2,-5,-4,0,-1,-1,<50k
58,40,-2,-5,-4,0,-1,-1,<50k
39,40,-2,-1,-2,-2,0,0,<50k
25,8,-2,-3,-2,-4,-1,0,<50k
54,40,0,-7,-4,-1,-1,-1,<50k
23,40,-2,-7,-2,-2,-1,0,<50k
37,60,-2,-1,-2,-3,-1,-1,<50k
60,40,0,0,-4,-2,0,-1,<50k
66,20,0,-2,-1,-2,-1,0,<50k
36,50,-2,0,-4,0,0,-1,<50k
29,50,-1,-5,-4,0,0,-1,>=50k
29,40,-2,-7,-2,-1,0,0,<50k
25,44,-2,-7,0,-4,-1,0,<50k
62,25,-3,-5,-1,-5,-1,0,<50k
23,40,-2,-1,-2,-1,-1,-1,<50k
38,40,-2,-5,-2,-2,0,-1,<50k
33,50,-2,-1,-4,0,-1,-1,>=50k
49,60,-1,-1,-4,0,-1,-1,<50k
57,60,-1,-5,-4,-1,-1,-1,>=50k
57,45,0,-7,-4,-1,-1,-1,<50k
46,45,-2,-1,-2,0,-1,0,<50k
37,70,-1,-4,-4,-1,-1,-1,>=50k
43,45,-1,-7,-4,-3,-1,-1,>=50k
26,35,-2,-5,-2,-2,-1,0,<50k
40,40,-2,0,-3,-4,-1,0,<50k
39,40,-1,-5,-2,0,0,-1,<50k
39,40,-2,0,0,-2,0,0,<50k
31,40,-2,-1,-4,-1,-1,-1,<50k
31,36,-2,-7,-4,0,0,-1,<50k
27,40,-2,-7,-2,-1,0,0,<50k
36,50,-1,-7,-4,-1,-1,-1,<50k
40,40,0,-7,0,-2,-1,0,>=50k
57,40,-2,-5,-4,-2,-1,-1,<50k
24,35,-2,-5,-2,-2,-1,0,<50k
30,45,-2,-1,-2,-3,-1,-1,<50k
28,50,-2,-2,-2,0,-1,-1,<50k
22,40,-2,-7,-2,-1,-1,-1,<50k
31,50,-2,-2,-2,0,-1,-1,<50k
33,44,-2,-5,-4,-3,-1,-1,>=50k
20,15,-2,-1,-2,0,-1,-1,<50k
25,60,-2,-2,-4,0,0,-1,<50k
49,40,0,-1,-4,0,-1,-1,<50k
21,35,-2,-5,-2,-2,-1,0,<50k
45,45,-2,-7,-4,-1,-1,-1,>=50k
36,45,0,-5,-4,-1,-1,-1,>=50k
41,32,-2,-2,-4,-2,-1,0,<50k
23,12,-2,-7,-2,-3,-1,-1,<50k
47,50,-2,-7,-4,-1,-1,-1,>=50k
41,50,-2,-5,0,-1,-1,-1,<50k
30,40,-2,-5,-2,0,-1,0,<50k
29,40,0,-1,-2,0,-1,-1,<50k
31,40,-2,-2,0,0,-1,0,<50k
64,50,-3,-2,-4,-5,-1,-1,<50k
55,40,-2,-2,-4,0,0,-1,<50k
19,35,-2,-5,-2,-2,-1,-1,<50k
31,40,0,-2,-4,-2,-1,0,>=50k
18,8,0,-2,-2,-2,-1,-1,<50k
68,24,-2,-5,-1,-3,-1,0,<50k
50,40,-3,-1,-4,-5,-1,-1,<50k
36,48,0,-1,-2,-1,0,0,<50k
44,50,-2,-3,-4,-4,-1,-1,>=50k
58,20,-1,-5,-4,-1,-1,0,>=50k
20,20,-2,-5,-2,-3,0,0,<50k
18,40,-2,-2,-2,0,-1,-1,<50k
32,30,-2,-5,-2,0,-1,0,<50k
49,40,-1,-5,0,-2,-1,0,<50k
34,40,-2,-5,-4,0,-1,-1,<50k
22,40,-2,-5,-2,-1,-1,0,<50k
40,45,-2,-5,-4,-2,-1,-1,<50k
35,40,-2,-5,-4,0,-1,-1,<50k
26,50,-2,-1,-4,-3,-1,-1,<50k
44,60,-1,-2,-4,-1,0,-1,<50k
55,60,-2,-5,0,-1,-1,0,<50k
21,40,-2,0,-4,0,-1,-1,<50k
54,40,-2,-1,-4,0,-1,0,<50k
39,44,0,-1,-2,-1,-1,0,<50k
52,38,-2,-5,0,-2,-1,-1,<50k
57,50,-1,-7,-4,0,-1,-1,>=50k
67,35,-3,-2,-1,-5,-1,0,<50k
58,40,0,-5,0,-1,-1,0,<50k
27,16,0,-1,-2,-4,-1,-1,<50k
66,15,-3,-5,-4,-5,-1,-1,<50k
41,40,-2,-1,0,0,-1,-1,<50k
18,16,-2,-2,-2,-4,-1,0,<50k
58,52,-2,-5,-1,0,-1,-1,>=50k
50,37,-2,-2,0,-2,-1,-1,<50k
31,40,-2,-1,-2,-1,-1,-1,<50k
32,40,-2,-2,0,0,-1,-1,<50k
37,45,-1,-1,-4,0,-1,-1,<50k
26,20,-1,-7,-4,-1,-1,-1,<50k
33,50,0,0,-4,-2,-1,-1,<50k
35,40,0,-5,-2,-2,0,0,<50k
44,45,-2,-7,-2,-4,-1,0,<50k
26,40,-2,-7,-2,0,-1,-1,<50k
48,40,0,-5,0,-1,-1,-1,<50k
40,40,-2,-7,-2,-2,-1,-1,<50k
62,35,-2,-2,-4,-3,-1,-1,<50k
37,45,-2,-3,-4,-3,-1,-1,>=50k
18,18,-2,-2,-2,-3,-1,-1,<50k
48,38,-2,-5,0,0,0,0,<50k
45,50,-2,-4,-4,-4,-1,-1,<50k
35,45,-2,-1,-4,-3,-1,-1,<50k
35,40,-2,-5,0,0,-1,-1,<50k
34,51,-1,-5,-4,-4,-1,-1,<50k
29,40,-2,-5,-4,-2,-1,0,<50k
19,30,-2,-1,-2,-3,-1,-1,<50k
53,60,0,-1,-4,-2,-1,-1,<50k
49,40,-2,-1,0,-2,-1,-1,<50k
71,16,-2,-5,-1,-3,-1,0,<50k
38,36,-2,-2,-4,0,-1,-1,<50k
39,45,0,-4,-4,-1,-1,-1,<50k
23,40,-2,-7,-2,-1,-1,0,<50k
29,50,-1,-7,-4,-3,-1,-1,>=50k
52,40,-2,-2,0,0,-1,-1,<50k
41,40,-2,-1,-4,-1,-1,0,>=50k
20,35,-2,-1,-2,-2,-1,-1,<50k
30,45,-2,-1,-4,-2,-1,-1,<50k
56,36,-2,-2,0,-1,0,0,<50k
26,40,-2,-5,0,-3,-1,0,<50k
36,40,0,-5,0,-1,-1,0,<50k
26,42,0,-7,-2,-4,0,0,<50k
58,40,-2,0,-4,0,0,-1,>=50k
24,40,-2,-7,-2,-1,-1,-1,<50k
41,32,-2,-1,0,-3,0,0,<50k
27,35,-2,-1,-2,-3,-1,-1,<50k
28,40,0,-1,-3,-1,-1,-1,<50k
57,40,-1,-5,-4,-1,-1,-1,<50k
21,20,0,-1,-2,-4,-1,0,<50k
50,40,-2,-5,-4,0,-1,-1,<50k
27,40,-2,-5,-4,0,0,-1,<50k
58,60,-2,-7,-2,-4,-1,0,<50k
27,50,-1,-7,-4,-1,-1,-1,<50k
36,17,-2,-5,-3,-3,0,0,<50k
68,40,0,-7,-4,-1,-1,-1,>=50k
33,40,-1,-5,-1,-3,-1,0,<50k
19,18,-2,-1,-2,-2,-1,0,<50k
26,40,-2,-5,-3,-1,0,0,<50k
37,30,-2,-5,-2,0,0,0,<50k
53,45,-2,-5,-4,0,-1,-1,<50k
32,38,-2,-1,-2,-2,0,-1,<50k
18,25,-2,-2,-2,-1,-1,0,<50k
53,40,-2,-5,-4,0,-1,-1,>=50k
40,40,-1,-7,-4,-4,-1,-1,<50k
50,40,-2,-1,0,-4,-1,0,<50k
43,50,-2,-7,-4,-4,-1,0,>=50k
60,46,-2,-7,-4,-3,-1,-1,>=50k
28,40,-1,-5,-4,-3,-1,0,<50k
34,45,-2,-5,0,-3,-1,-1,<50k
37,40,-2,-5,0,0,-1,-1,<50k
25,40,-2,-5,-4,-2,-1,-1,<50k
46,65,-2,-4,-4,-1,-1,-1,>=50k
21,40,-2,-2,-4,0,-1,-1,<50k
26,45,-2,-7,-2,-4,-1,0,<50k
47,40,-2,-5,-2,-1,-1,0,<50k
18,20,-2,-2,-2,0,-1,-1,<50k
22,16,-2,-7,-2,-3,-1,0,<50k
36,30,-2,-1,0,0,-1,0,<50k
59,48,-1,-5,-4,0,-1,-1,<50k
33,38,-2,-5,-4,-2,-1,0,<50k
33,35,-2,-2,0,0,-1,-1,<50k
53,50,-1,-7,-4,-1,0,0,<50k
44,40,0,-1,-4,-1,-1,-1,<50k
55,50,-2,-5,-4,-1,-1,-1,<50k
56,50,-2,-5,-4,0,-1,-1,<50k
54,35,-1,-1,0,-3,-1,0,<50k
51,40,-2,-5,0,-4,-1,-1,<50k
31,38,-2,-1,-2,-1,-1,0,<50k
43,50,-2,-4,-4,-1,-1,-1,>=50k
44,40,-2,-5,0,-2,-1,0,<50k
22,50,-2,-1,-2,-1,-1,-1,<50k
43,40,0,-5,-4,-2,0,-1,<50k
26,40,0,0,-2,-1,0,0,<50k
30,18,-2,-7,-2,-3,-1,-1,<50k
30,40,-2,-2,-4,0,-1,-1,<50k
46,15,-2,-5,-2,-2,-1,-1,<50k
27,50,-2,-7,-4,-3,-1,-1,<50k
26,50,-2,-5,-4,0,-1,-1,<50k
36,40,-2,-7,-2,-1,-1,-1,>=50k
25,35,-1,-5,-3,0,-1,-1,<50k
30,40,0,-3,-2,-4,0,0,<50k
46,40,0,-5,-4,-2,0,-1,>=50k
47,48,-2,-1,-4,-1,0,0,>=50k
66,26,-1,-7,-4,-3,-1,-1,>=50k
43,40,-2,-2,-4,0,-1,-1,<50k
71,20,-3,-5,-1,-5,-1,0,<50k
36,55,0,-7,-4,-1,-1,-1,>=50k
46,40,-3,-5,-4,-5,0,-1,<50k
44,15,0,-1,-1,-1,-1,0,<50k
42,50,-2,-6,-4,-4,-1,-1,<50k
39,45,-2,-7,-4,0,-1,-1,>=50k
36,50,-2,0,-4,-1,-1,-1,>=50k
60,45,-1,-7,-4,-1,-1,-1,>=50k
37,50,-2,-1,-4,0,-1,-1,>=50k
26,20,-2,-7,-2,0,-1,-1,<50k
24,30,-2,-7,-2,-1,-1,0,<50k
17,18,-3,-2,-2,-5,-1,-1,<50k
45,35,0,-4,0,-4,-1,0,<50k
54,48,-2,-1,-4,-1,-1,-1,>=50k
22,30,-2,-1,-2,-3,-1,0,<50k
63,48,0,-4,-4,-4,-1,-1,<50k
22,43,-2,-5,-4,0,-1,-1,<50k
27,25,-2,-1,-2,-2,-1,-1,<50k
33,33,-2,-2,-4,0,-1,-1,<50k
64,30,-2,-7,-1,-4,-1,0,<50k
50,50,-2,0,-4,-1,-1,-1,>=50k
44,40,-1,0,-1,-4,-1,0,<50k
31,50,-2,-5,-4,0,-1,-1,<50k
44,40,-2,-5,0,-1,0,0,<50k
53,35,-1,-2,-4,0,-1,-1,<50k
